,ID_Func,Perfil,Idade,Atrito,Departamento,Grau Instrução,Especialidade,Satisfação Ambiente,Gênero,Envolvimento,Cargo,Satisfação Trabalho,Estado Civil,Renda,Relacionamento,Balanço Vida-Profissão,Análise para RH
691,691,Perfil 3,40,Não,P & D,Mestrado,Médico,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Média,Divorciado,3617,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
692,692,Perfil 1,32,Não,P & D,Mestrado,Médico,Alta,Feminino,Alto,Diretor_Manufatura,Baixa,Casado,6725,Alto,Muito Alta,Colaboradores com baixa satisfação com o trabalho
693,693,Perfil 2,36,Sim,Vendas,Ensino_Mèdio,Biologia,Alta,Masculino,Médio,Executivo_Vendas,Muito Alta,Casado,10325,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
694,694,Perfil 2,33,Não,P & D,Pos_Graduado,Biologia,Média,Feminino,Médio,Repres_Saúde,Muito Alta,Solteiro,6949,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
695,695,Perfil 2,37,Sim,Vendas,Mestrado,Biologia,Baixa,Masculino,Médio,Executivo_Vendas,Alta,Casado,10609,Alto,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
696,696,Perfil 2,45,Não,P & D,Faculdade,Biologia,Alta,Masculino,Alto,Tecnico_Lab,Média,Casado,4447,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
697,697,Perfil 3,29,Não,Vendas,Pos_Graduado,Tech,Alta,Feminino,Alto,Repres_Vendas,Muito Alta,Casado,2157,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
698,698,Perfil 3,35,Não,Vendas,Pos_Graduado,Médico,Alta,Feminino,Alto,Executivo_Vendas,Alta,Casado,4601,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
699,699,Perfil 3,52,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Alto,Gerente,Muito Alta,Casado,17099,Médio,Média,Colaboradores muito bem comprometidos com a empresa
700,700,Perfil 3,58,Sim,P & D,Pos_Graduado,Tech,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Alta,Solteiro,2479,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
701,701,Perfil 3,53,Não,Vendas,Faculdade,Médico,Alta,Masculino,Alto,Gerente,Alta,Divorciado,14852,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
702,702,Perfil 3,30,Não,Vendas,Faculdade,Outros,Alta,Masculino,Alto,Executivo_Vendas,Alta,Divorciado,7264,Baixo,Muito Alta,Colaboradores muito bem comprometidos com a empresa
703,703,Perfil 3,38,Não,Vendas,Pos_Graduado,Tech,Alta,Feminino,Alto,Executivo_Vendas,Muito Alta,Solteiro,5666,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
704,704,Perfil 3,35,Não,Vendas,Mestrado,Biologia,Muito Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Divorciado,7823,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
705,705,Perfil 3,39,Não,Vendas,Doutorado,Biologia,Baixa,Masculino,Muito Alto,Executivo_Vendas,Alta,Solteiro,7880,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
706,706,Perfil 1,40,Sim,Vendas,Pos_Graduado,Biologia,Média,Feminino,Muito Alto,Executivo_Vendas,Média,Solteiro,13194,Muito Alto,Média,Colaboradores com baixa satisfação com o trabalho
707,707,Perfil 3,47,Não,P & D,Mestrado,Médico,Alta,Masculino,Muito Alto,Diretor_Manufatura,Alta,Divorciado,5067,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
708,708,Perfil 3,36,Não,Vendas,Mestrado,Tech,Baixa,Masculino,Alto,Executivo_Vendas,Muito Alta,Divorciado,5079,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
709,709,Perfil 2,31,Sim,P & D,Faculdade,Médico,Alta,Masculino,Médio,Pesquisa_Cientifica,Baixa,Solteiro,2321,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
710,710,Perfil 3,33,Não,Vendas,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Gerente,Alta,Solteiro,17444,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
711,711,Perfil 1,29,Sim,P & D,Pos_Graduado,Biologia,Muito Alta,Feminino,Médio,Pesquisa_Cientifica,Baixa,Solteiro,2404,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
712,712,Perfil 2,33,Não,P & D,Ensino_Mèdio,Biologia,Média,Feminino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,3452,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
713,713,Perfil 3,45,Não,P & D,Mestrado,Médico,Muito Alta,Feminino,Alto,Tecnico_Lab,Muito Alta,Divorciado,2270,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
714,714,Perfil 3,50,Não,P & D,Faculdade,Médico,Muito Alta,Masculino,Alto,Diretor_Pesquisa,Muito Alta,Divorciado,17399,Alto,Média,Colaboradores muito bem comprometidos com a empresa
715,715,Perfil 1,33,Não,P & D,Mestrado,Outros,Alta,Feminino,Muito Alto,Repres_Saúde,Média,Casado,5488,Baixo,Alta,Colaboradores com baixa satisfação com o trabalho
716,716,Perfil 2,41,Não,P & D,Pos_Graduado,Médico,Baixa,Masculino,Alto,Diretor_Pesquisa,Alta,Divorciado,19419,Médio,Muito Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
717,717,Perfil 1,27,Não,P & D,Mestrado,Tech,Alta,Feminino,Alto,Tecnico_Lab,Média,Casado,2811,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
718,718,Perfil 1,45,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Alto,Tecnico_Lab,Baixa,Casado,3633,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
719,719,Perfil 3,47,Não,Vendas,Faculdade,Biologia,Muito Alta,Feminino,Alto,Executivo_Vendas,Muito Alta,Solteiro,4163,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
720,720,Perfil 2,30,Sim,P & D,Pos_Graduado,Biologia,Baixa,Feminino,Alto,Pesquisa_Cientifica,Alta,Casado,2132,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
721,721,Perfil 3,50,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Diretor_Manufatura,Alta,Casado,13973,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
722,722,Perfil 2,38,Não,P & D,Ensino_Mèdio,Médico,Alta,Masculino,Alto,Pesquisa_Cientifica,Alta,Casado,2684,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
723,723,Perfil 3,46,Não,P & D,Faculdade,Médico,Muito Alta,Masculino,Alto,Diretor_Manufatura,Alta,Divorciado,10845,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
724,724,Perfil 3,24,Não,P & D,Ensino_Mèdio,Médico,Muito Alta,Feminino,Médio,Diretor_Manufatura,Alta,Divorciado,4377,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
725,725,Perfil 1,35,Sim,P & D,Mestrado,Outros,Alta,Masculino,Médio,Tecnico_Lab,Média,Divorciado,3743,Muito Alto,Baixa,Colaboradores com baixa satisfação com o trabalho
726,726,Perfil 1,31,Não,P & D,Ensino_Mèdio,Biologia,Alta,Feminino,Alto,Diretor_Manufatura,Baixa,Casado,4148,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
727,727,Perfil 3,18,Não,P & D,Faculdade,Biologia,Média,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,1051,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
728,728,Perfil 3,54,Não,P & D,Pos_Graduado,Tech,Alta,Feminino,Alto,Diretor_Manufatura,Alta,Casado,10739,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
729,729,Perfil 3,35,Não,P & D,Mestrado,Médico,Alta,Feminino,Alto,Repres_Saúde,Alta,Divorciado,10388,Alto,Média,Colaboradores muito bem comprometidos com a empresa
730,730,Perfil 1,30,Não,P & D,Faculdade,Biologia,Média,Feminino,Muito Alto,Diretor_Pesquisa,Baixa,Casado,11416,Alto,Média,Colaboradores com baixa satisfação com o trabalho
731,731,Perfil 1,20,Sim,P & D,Pos_Graduado,Médico,Muito Alta,Feminino,Médio,Pesquisa_Cientifica,Baixa,Solteiro,2600,Baixo,Alta,Colaboradores com baixa satisfação com o trabalho
732,732,Perfil 2,30,Sim,P & D,Pos_Graduado,Médico,Média,Feminino,Alto,Tecnico_Lab,Média,Solteiro,2422,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
733,733,Perfil 3,26,Não,P & D,Faculdade,Médico,Muito Alta,Masculino,Muito Alto,Diretor_Manufatura,Muito Alta,Casado,5472,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
734,734,Perfil 2,22,Não,P & D,Ensino_Mèdio,Biologia,Média,Masculino,Baixo,Tecnico_Lab,Baixa,Casado,2451,Baixo,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
735,735,Perfil 2,48,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Médio,Repres_Saúde,Alta,Solteiro,4240,Muito Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
736,736,Perfil 2,48,Não,P & D,Mestrado,Biologia,Alta,Masculino,Médio,Repres_Saúde,Alta,Solteiro,10999,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
737,737,Perfil 3,41,Não,P & D,Faculdade,Médico,Muito Alta,Feminino,Alto,Diretor_Manufatura,Alta,Solteiro,5003,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
738,738,Perfil 3,39,Não,P & D,Ensino_Mèdio,Biologia,Muito Alta,Feminino,Médio,Diretor_Manufatura,Muito Alta,Casado,12742,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
739,739,Perfil 2,27,Não,P & D,Mestrado,Biologia,Baixa,Feminino,Alto,Diretor_Manufatura,Muito Alta,Casado,4227,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
740,740,Perfil 2,35,Não,P & D,Pos_Graduado,Outros,Média,Masculino,Alto,Tecnico_Lab,Muito Alta,Divorciado,3917,Baixo,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
741,741,Perfil 3,42,Não,Vendas,Faculdade,Marketing,Muito Alta,Masculino,Alto,Gerente,Alta,Casado,18303,Médio,Muito Alta,Colaboradores muito bem comprometidos com a empresa
742,742,Perfil 2,50,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,2380,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
743,743,Perfil 2,59,Não,P & D,Pos_Graduado,Biologia,Alta,Feminino,Médio,Diretor_Manufatura,Muito Alta,Solteiro,13726,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
744,744,Perfil 2,37,Sim,P & D,Faculdade,Médico,Baixa,Feminino,Baixo,Repres_Saúde,Média,Casado,4777,Baixo,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
745,745,Perfil 1,55,Não,P & D,Mestrado,Médico,Alta,Masculino,Alto,Repres_Saúde,Média,Casado,6385,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
746,746,Perfil 2,41,Não,P & D,Ensino_Mèdio,Biologia,Média,Feminino,Baixo,Diretor_Pesquisa,Alta,Divorciado,19973,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
747,747,Perfil 3,38,Não,Vendas,Mestrado,Biologia,Média,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,6861,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
748,748,Perfil 1,26,Sim,Vendas,Faculdade,Médico,Média,Masculino,Baixo,Executivo_Vendas,Baixa,Solteiro,4969,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
749,749,Perfil 2,52,Sim,Vendas,Ensino_Mèdio,Marketing,Baixa,Feminino,Baixo,Gerente,Muito Alta,Casado,19845,Muito Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
750,750,Perfil 3,44,Não,Vendas,Pos_Graduado,Médico,Muito Alta,Feminino,Muito Alto,Executivo_Vendas,Muito Alta,Casado,13320,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
751,751,Perfil 3,50,Não,Vendas,Pos_Graduado,Biologia,Muito Alta,Feminino,Alto,Executivo_Vendas,Alta,Casado,6347,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
752,752,Perfil 1,36,Sim,P & D,Mestrado,Biologia,Alta,Feminino,Muito Alto,Tecnico_Lab,Baixa,Solteiro,2743,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
753,753,Perfil 1,39,Não,P & D,Pos_Graduado,Médico,Muito Alta,Feminino,Alto,Diretor_Manufatura,Baixa,Solteiro,10880,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
754,754,Perfil 3,33,Não,Vendas,Ensino_Mèdio,Biologia,Média,Feminino,Médio,Repres_Vendas,Muito Alta,Solteiro,2342,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
755,755,Perfil 3,45,Não,Vendas,Faculdade,Biologia,Muito Alta,Feminino,Alto,Gerente,Muito Alta,Casado,17650,Médio,Muito Alta,Colaboradores muito bem comprometidos com a empresa
756,756,Perfil 3,32,Não,P & D,Mestrado,Médico,Muito Alta,Feminino,Alto,Tecnico_Lab,Alta,Solteiro,4025,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
757,757,Perfil 3,34,Não,Vendas,Mestrado,Marketing,Média,Masculino,Muito Alto,Executivo_Vendas,Muito Alta,Divorciado,9725,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
758,758,Perfil 2,59,Não,Vendas,Faculdade,Tech,Média,Masculino,Alto,Gerente,Muito Alta,Casado,11904,Alto,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
759,759,Perfil 2,45,Não,RH,Mestrado,Médico,Média,Masculino,Alto,Human Resources,Média,Solteiro,2177,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
760,760,Perfil 2,53,Não,Vendas,Pos_Graduado,Marketing,Alta,Feminino,Médio,Executivo_Vendas,Média,Casado,7525,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
761,761,Perfil 2,36,Sim,P & D,Pos_Graduado,Outros,Baixa,Masculino,Alto,Tecnico_Lab,Alta,Divorciado,4834,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
762,762,Perfil 2,26,Sim,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Pesquisa_Cientifica,Baixa,Casado,2042,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
763,763,Perfil 3,34,Não,Vendas,Mestrado,Biologia,Alta,Feminino,Alto,Repres_Vendas,Alta,Casado,2220,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
764,764,Perfil 1,28,Não,Vendas,Ensino_Mèdio,Médico,Muito Alta,Masculino,Alto,Repres_Vendas,Média,Casado,1052,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
765,765,Perfil 2,38,Não,P & D,Mestrado,Outros,Alta,Masculino,Alto,Pesquisa_Cientifica,Alta,Casado,2821,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
766,766,Perfil 3,50,Não,P & D,Mestrado,Médico,Média,Masculino,Alto,Diretor_Pesquisa,Alta,Casado,19237,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
767,767,Perfil 2,37,Não,P & D,Pos_Graduado,Outros,Muito Alta,Feminino,Alto,Repres_Saúde,Média,Solteiro,4107,Baixo,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
768,768,Perfil 1,40,Não,Vendas,Pos_Graduado,Marketing,Alta,Masculino,Alto,Executivo_Vendas,Baixa,Casado,8396,Médio,Média,Colaboradores com baixa satisfação com o trabalho
769,769,Perfil 2,26,Não,P & D,Ensino_Mèdio,Médico,Baixa,Feminino,Médio,Pesquisa_Cientifica,Alta,Divorciado,2007,Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
770,770,Perfil 3,46,Não,P & D,Mestrado,Médico,Muito Alta,Masculino,Alto,Diretor_Pesquisa,Muito Alta,Divorciado,19627,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
771,771,Perfil 2,54,Não,Vendas,Mestrado,Biologia,Alta,Feminino,Médio,Executivo_Vendas,Alta,Casado,10686,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
772,772,Perfil 2,56,Não,P & D,Pos_Graduado,Médico,Baixa,Feminino,Alto,Pesquisa_Cientifica,Alta,Casado,2942,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
773,773,Perfil 3,36,Não,P & D,Doutorado,Médico,Muito Alta,Feminino,Médio,Diretor_Manufatura,Muito Alta,Solteiro,8858,Médio,Média,Colaboradores muito bem comprometidos com a empresa
774,774,Perfil 1,55,Não,P & D,Ensino_Mèdio,Médico,Alta,Masculino,Médio,Gerente,Baixa,Solteiro,16756,Médio,Muito Alta,Colaboradores com baixa satisfação com o trabalho
775,775,Perfil 3,43,Não,Vendas,Pos_Graduado,Médico,Alta,Masculino,Médio,Executivo_Vendas,Muito Alta,Divorciado,10798,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
776,776,Perfil 3,20,Sim,Vendas,Pos_Graduado,Marketing,Muito Alta,Feminino,Alto,Repres_Vendas,Muito Alta,Solteiro,2323,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
777,777,Perfil 2,21,Sim,P & D,Pos_Graduado,Biologia,Alta,Feminino,Médio,Tecnico_Lab,Baixa,Solteiro,1416,Baixo,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
778,778,Perfil 1,46,Não,P & D,Mestrado,Biologia,Muito Alta,Feminino,Médio,Pesquisa_Cientifica,Baixa,Divorciado,4615,Baixo,Alta,Colaboradores com baixa satisfação com o trabalho
779,779,Perfil 3,51,Sim,P & D,Mestrado,Biologia,Baixa,Masculino,Alto,Pesquisa_Cientifica,Alta,Casado,2461,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
780,780,Perfil 2,28,Sim,P & D,Faculdade,Tech,Média,Masculino,Médio,Repres_Saúde,Baixa,Solteiro,8722,Baixo,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
781,781,Perfil 2,26,Não,P & D,Faculdade,Médico,Baixa,Masculino,Médio,Tecnico_Lab,Baixa,Casado,3955,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
782,782,Perfil 1,30,Não,P & D,Pos_Graduado,Outros,Alta,Masculino,Alto,Diretor_Manufatura,Baixa,Casado,9957,Alto,Média,Colaboradores com baixa satisfação com o trabalho
783,783,Perfil 3,41,Não,P & D,Faculdade,Tech,Média,Feminino,Muito Alto,Pesquisa_Cientifica,Alta,Casado,3376,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
784,784,Perfil 2,38,Não,P & D,Ensino_Mèdio,Biologia,Alta,Feminino,Médio,Repres_Saúde,Alta,Casado,8823,Baixo,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
785,785,Perfil 3,40,Não,P & D,Mestrado,Tech,Baixa,Masculino,Alto,Repres_Saúde,Muito Alta,Casado,10322,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
786,786,Perfil 2,27,Não,P & D,Doutorado,Biologia,Baixa,Masculino,Baixo,Tecnico_Lab,Alta,Casado,4621,Muito Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
787,787,Perfil 1,55,Não,P & D,Ensino_Mèdio,Biologia,Muito Alta,Masculino,Alto,Diretor_Manufatura,Média,Casado,10976,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
788,788,Perfil 3,28,Não,P & D,Pos_Graduado,Outros,Alta,Feminino,Alto,Pesquisa_Cientifica,Alta,Solteiro,3660,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
789,789,Perfil 1,44,Sim,RH,Faculdade,Médico,Média,Masculino,Médio,Human Resources,Baixa,Casado,10482,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
790,790,Perfil 3,33,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Médio,Repres_Saúde,Muito Alta,Divorciado,7119,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
791,791,Perfil 1,35,Sim,Vendas,Pos_Graduado,Tech,Muito Alta,Masculino,Alto,Executivo_Vendas,Baixa,Solteiro,9582,Baixo,Alta,Colaboradores com baixa satisfação com o trabalho
792,792,Perfil 2,33,Sim,P & D,Mestrado,Médico,Baixa,Feminino,Médio,Pesquisa_Cientifica,Alta,Solteiro,4508,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
793,793,Perfil 2,28,Não,P & D,Faculdade,Biologia,Baixa,Masculino,Alto,Tecnico_Lab,Alta,Divorciado,2207,Muito Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
794,794,Perfil 2,34,Não,P & D,Ensino_Mèdio,Biologia,Baixa,Masculino,Alto,Repres_Saúde,Muito Alta,Solteiro,7756,Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
795,795,Perfil 3,37,Não,Vendas,Mestrado,Biologia,Muito Alta,Feminino,Médio,Executivo_Vendas,Muito Alta,Divorciado,6694,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
796,796,Perfil 3,25,Sim,P & D,Ensino_Mèdio,Tech,Muito Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,3691,Médio,Muito Alta,Colaboradores muito bem comprometidos com a empresa
797,797,Perfil 2,26,Sim,P & D,Pos_Graduado,Médico,Baixa,Masculino,Alto,Tecnico_Lab,Alta,Divorciado,2377,Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
798,798,Perfil 2,33,Sim,P & D,Pos_Graduado,Médico,Baixa,Masculino,Médio,Pesquisa_Cientifica,Média,Solteiro,2313,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
799,799,Perfil 1,42,Não,P & D,Faculdade,Médico,Muito Alta,Masculino,Alto,Gerente,Baixa,Casado,17665,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
800,800,Perfil 2,28,Sim,P & D,Pos_Graduado,Médico,Baixa,Masculino,Médio,Tecnico_Lab,Média,Divorciado,2596,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
801,801,Perfil 3,50,Sim,Vendas,Mestrado,Outros,Muito Alta,Masculino,Alto,Executivo_Vendas,Alta,Solteiro,4728,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
802,802,Perfil 1,33,Não,Vendas,Pos_Graduado,Biologia,Muito Alta,Feminino,Alto,Executivo_Vendas,Média,Casado,4302,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
803,803,Perfil 3,34,Não,P & D,Mestrado,Biologia,Alta,Masculino,Médio,Pesquisa_Cientifica,Muito Alta,Casado,2979,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
804,804,Perfil 3,48,Não,P & D,Mestrado,Médico,Baixa,Masculino,Muito Alto,Gerente,Muito Alta,Solteiro,16885,Alto,Média,Colaboradores muito bem comprometidos com a empresa
805,805,Perfil 3,45,Não,Vendas,Mestrado,Biologia,Média,Feminino,Médio,Executivo_Vendas,Alta,Casado,5593,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
806,806,Perfil 1,52,Não,P & D,Mestrado,Biologia,Média,Masculino,Alto,Repres_Saúde,Média,Solteiro,10445,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
807,807,Perfil 2,38,Não,Vendas,Mestrado,Marketing,Alta,Masculino,Médio,Executivo_Vendas,Alta,Divorciado,8740,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
808,808,Perfil 3,29,Não,P & D,Mestrado,Biologia,Alta,Feminino,Alto,Pesquisa_Cientifica,Muito Alta,Divorciado,2514,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
809,809,Perfil 1,28,Não,P & D,Pos_Graduado,Médico,Muito Alta,Feminino,Alto,Diretor_Manufatura,Média,Divorciado,7655,Médio,Média,Colaboradores com baixa satisfação com o trabalho
810,810,Perfil 3,46,Não,Vendas,Ensino_Mèdio,Marketing,Baixa,Masculino,Alto,Gerente,Alta,Casado,17465,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
811,811,Perfil 1,38,Não,Vendas,Faculdade,Marketing,Muito Alta,Masculino,Alto,Executivo_Vendas,Média,Solteiro,7351,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
812,812,Perfil 1,43,Não,P & D,Pos_Graduado,Biologia,Alta,Feminino,Alto,Diretor_Manufatura,Baixa,Casado,10820,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
813,813,Perfil 3,39,Sim,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Repres_Saúde,Muito Alta,Divorciado,12169,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
814,814,Perfil 2,40,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Médio,Diretor_Pesquisa,Alta,Solteiro,19626,Baixo,Muito Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
815,815,Perfil 1,21,Não,P & D,Ensino_Mèdio,Tech,Muito Alta,Feminino,Médio,Pesquisa_Cientifica,Média,Solteiro,2070,Alto,Muito Alta,Colaboradores com baixa satisfação com o trabalho
816,816,Perfil 1,39,Não,P & D,Pos_Graduado,Biologia,Alta,Masculino,Alto,Tecnico_Lab,Média,Solteiro,6782,Alto,Média,Colaboradores com baixa satisfação com o trabalho
817,817,Perfil 2,36,Não,P & D,Mestrado,Biologia,Baixa,Masculino,Alto,Diretor_Manufatura,Muito Alta,Solteiro,7779,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
818,818,Perfil 3,31,Não,Vendas,Pos_Graduado,Biologia,Alta,Masculino,Muito Alto,Repres_Vendas,Muito Alta,Casado,2791,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
819,819,Perfil 2,28,Não,P & D,Ensino_Mèdio,Biologia,Baixa,Masculino,Médio,Pesquisa_Cientifica,Média,Casado,3201,Baixo,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
820,820,Perfil 3,35,Não,Vendas,Faculdade,Marketing,Muito Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Divorciado,4968,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
821,821,Perfil 1,49,Não,Vendas,Mestrado,Tech,Muito Alta,Masculino,Médio,Executivo_Vendas,Média,Casado,13120,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
822,822,Perfil 3,34,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Alto,Diretor_Manufatura,Alta,Solteiro,4033,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
823,823,Perfil 1,29,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Média,Divorciado,3291,Muito Alto,Média,Colaboradores com baixa satisfação com o trabalho
824,824,Perfil 2,42,Não,P & D,Pos_Graduado,Médico,Média,Masculino,Baixo,Tecnico_Lab,Muito Alta,Solteiro,4272,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
